Name; EnsembleAUC; LeftAUC; RightAUC; CentralAUC; VertiBayesAUC; EnsembleTime; MinTime; MaxTime; VertiBayesTime
Diabetes automatic; 0.8110402825520835; 0.7437731184895833; 0.6903492408854166; 0.7798805859375001; 0.8079623388117684; 20805; 18065; 24207; 68040
Iris automatic; 0.9398032466666667; 0.8818132599999998; 0.9082199333333334; 0.8850666000000001; 0.7503908226281689; 40989; 38746; 45691; 286919
Iris manual; 0.9440999333333334; 0.8302332666666666; 0.8845332; 0.0; 0.729834139172772; 42068; 0; 0; 187550
Autism automatic; 0.908793840909091; 0.8031108920454546; 0.8243113892045454; 0.8240920312500001; 0.9301038152993362; 46309; 34662; 73044; 2377964
Autism manual; 0.8905275426136363; 0.8520213494318182; 0.7209585369318181; 0.0; 0.8339659061084937; 57627; 0; 0; 426151
Mushroom automatic; 0.9990630514524865; 0.9870210179714427; 0.898356787296898; 0.990133371491876; 0.9862851898859372; 457634; 457634; 457634; 1627053
Mushroom manual; 0.9921618586903004; 0.881378661989168; 0.9883564524864599; 0.0; 0.9867687439329659; 520041; 0; 0; 1734941
Asia automatic; 0.9960471443; 0.9177844589999999; 0.8860617029; 0.9953274410000001; 0.9906591223789165; 20602; 19142; 21751; 61073
Alarm automatic; 0.887995205; 0.793316552; 0.6752310510000001; 0.7885876709999999; 0.7889051219134442; 477141; 477141; 477141; 1503961
Name; EnsembleAUC; LeftAUC; RightAUC; CenterAUC; CentralAUC; VertiBayesAUC; EnsembleTime; MinTime; MaxTime; VertiBayesTime
Diabetes automatic threeways; 0.8005436445312499; 0.6586205065104165; 0.6470048359375; 0.67528916796875; 0.7892163932291667; 0.7829531412053768; 24410; 21328; 28639; 81629
Asia automatic threeways; 0.9968355208; 0.8240600805; 0.8733571082000001; 0.9015957261999998; 0.9958168249999999; 0.9855719889562963; 25953; 24267; 28187; 53553
Autism automatic threeways; 0.9337233508522729; 0.7839715980113635; 0.7867900014204545; 0.7400468068181818; 0.832388125; 0.977198894756963; 49489; 37849; 60817; 1948327
Autism manual threeways; 0.9183849431818182; 0.8163712784090911; 0.7284635511363636; 0.8248163494318181; 0.0; 0.8357947841976159; 72736; 0; 0; 2480992
Mushroom automatic threeways; 0.9887085475135401; 0.8184774741506646; 0.9868977067946825; 0.588850653618907; 0.9879005563761695; 0.987328496985252; 385954; 385954; 385954; 1850361
Mushroom manual threeways; 0.9913924950763171; 0.8820742491383555; 0.9872474643032989; 0.6850734478089611; 0.0; 0.9870823049952715; 399678; 0; 0; 2472490
Alarm automatic threeways; 0.884344175; 0.790210713; 0.668843038; 0.560660804; 0.789858831; 0.7903233894774809; 440021; 440021; 440021; 1616054
Name; EnsembleAUC; LeftAUC; RightAUC; CentralAUC; VertiBayesAUC; EnsembleTime; MinTime; MaxTime; VertiBayesTime
Asia automatic unknown 0.05; 0.7421267787999999; 0.6935088904000002; 0.6964831729000001; 0.7348748460000001; 0.7756607662186543; 67061; 62841; 76502; 151286
Name; EnsembleAUC; LeftAUC; RightAUC; CenterAUC; CentralAUC; VertiBayesAUC; EnsembleTime; MinTime; MaxTime; VertiBayesTime
Diabetes automatic threeways unknown 0.05; 0.7532956640624999; 0.6540144218750001; 0.6300003776041666; 0.598002140625; 0.7280699739583333; 0.7395238871539924; 42105; 31036; 48216; 103953
Asia automatic threeways unknown 0.05; 0.7388257322999999; 0.6568942977; 0.651366974; 0.6644651263999999; 0.7359642980000001; 0.7497544407692749; 66299; 64481; 67545; 124098
Autism automatic threeways unknown 0.05; 0.8152850369318181; 0.7069373394886364; 0.6895676789772727; 0.6622402372159091; 0.7434340625; 0.923917417793971; 88205; 67195; 125955; 4045887
Autism manual threeways unknown 0.05; 0.7935370170454547; 0.7335736363636364; 0.6545991761363636; 0.47927696022727273; 0.0; 0.7821092278060581; 104382; 0; 0; 2658307
Name; EnsembleAUC; LeftAUC; RightAUC; CentralAUC; VertiBayesAUC; EnsembleTime; MinTime; MaxTime; VertiBayesTime
Diabetes automatic unknown 0.1; 0.6929050260416667; 0.596802390625; 0.6240234414062499; 0.6675715104166667; 0.7666406797434779; 29738; 19459; 35567; 98577
Iris automatic unknown 0.1; 0.7816555866666667; 0.7015459000000001; 0.7054968; 0.7061637999999999; 0.7014425550269348; 48068; 45649; 51931; 198014
Iris manual unknown 0.1; 0.7758839333333333; 0.6322633333333333; 0.7082828666666665; 0.0; 0.6689941798895888; 44222; 0; 0; 150280
Autism automatic unknown 0.1; 0.7371282230113636; 0.6697213593750001; 0.6716172911931819; 0.6753398721590909; 0.8342474033162393; 82415; 63703; 116377; 1837634
Autism manual unknown 0.1; 0.7312124005681819; 0.6970370170454546; 0.6077407244318181; 0.0; 0.7452703784795652; 79959; 0; 0; 656656
